author_id,professor_name,n_papers,paper_ids_json,work_titles_json,abstracts_json,topics_json,profile_text,sample_title,sample_abstract
A5070164108,Aung Myo Htut,3,"[""W2023570297"", ""W2120548760"", ""W4394498215""]","[""Audit of antenatal screening for syphilis and HIV in migrant and refugee women on the Thai-Myanmar border: a descriptive study"", ""Low and stable rates of antenatal syphilis and HIV in migrant and refugee women on the Thai-Myanmar border: a descriptive study"", ""HIV and syphilis antenatal screening data at SMRU 2012-13""]","[""<ns4:p>Objective: The antenatal prevalence of syphilis and HIV/AIDS in migrants and refugees is poorly documented. The aim of this study was to audit the first year of routine syphilis screening in the same population and reassess the trends in HIV rates.<ns4:p>Methods: From August 2012 to July 2013, 3600 pregnant women were screened for HIV (ELISA) and syphilis (VDRL with TPHA confirmation) at clinics along the Thai-Myanmar border.<ns4:p>Results: Seroprevalence for HIV 0.47% (95% CI 0.30-0.76) (17/3,599), and syphilis 0.39% (95% CI 0.23-0.65) (14/3,592), were low. Syphilis was significantly lower in refugees (0.07% 95% CI 0.01-0.38) (1/1,469), than in migrants (0.61% 95% CI 0.36-1.04) (13/2,123). The three active (VDRLâ¥1:8 and TPHA reactive) syphilis cases with VDRL titres of 1:32 were easy to counsel and treat. Women with low VDRL titres (>75% were < 1:8) and TPHA reactive results, in the absence of symptoms and both the woman and her husband having only one sexual partner in their lifetime, and the inability to determine the true cause of the positive results presented ethical difficulties for counsellors.<ns4:p>Conclusion: As HIV and syphilis testing becomes available in more and more settings, the potential impact of false positive results should be considered, especially in populations with low prevalence for these diseases. This uncertainty must be considered in order to counsel patients and partners accurately and safely about the results of these tests, without exposing women to increased risk for abuse or abandonment. Our findings highlight the complexities of counselling patients about these tests and the global need for more conclusive syphilis testing strategies."", ""<ns4:p>Objective: The antenatal prevalence of syphilis and HIV/AIDS in migrants and refugees is poorly documented. The aim of this study was to audit the first year of routine syphilis screening in migrant and refugee women on the Thai Myanmar border.<ns4:p>Methods: From August 2012 to July 2013, 3600 pregnant women were screened for HIV (ELISA) and syphilis (VDRL with TPHA confirmation) at clinics along the Thai-Myanmar border.<ns4:p>Results: Seroprevalence for HIV 0.47% (95% CI 0.30-0.76) (17/3,599), and syphilis 0.39% (95% CI 0.23-0.65) (14/3,592), were low. Syphilis was significantly lower in refugees (0.07% 95% CI 0.01-0.38) (1/1,469), than in migrants (0.61% 95% CI 0.36-1.04) (13/2,123). The three active (VDRLâ¥1:8 and TPHA reactive) syphilis cases with VDRL titres of 1:32 were easy to counsel and treat. Women with low VDRL titres (>75% were < 1:8) and TPHA reactive results, in the absence of symptoms and both the woman and her husband having only one sexual partner in their lifetime, and the inability to determine the true cause of the positive results presented ethical difficulties for counsellors.<ns4:p>Conclusion: As HIV and syphilis testing becomes available in more and more settings, the potential impact of false positive results should be considered, especially in populations with low prevalence for these diseases. This uncertainty must be considered in order to counsel patients and partners accurately and safely about the results of these tests, without exposing women to increased risk for abuse or abandonment. Our findings highlight the complexities of counselling patients about these tests and the global need for more conclusive syphilis testing strategies."", ""The file is a SAV type file with all variables used in the analysis available in the dataset (syp_hivF1000.sav)""]","[""syphilis diagnosis and treatment"", ""hiv, drug use, sexual risk""]","Professor: Aung Myo Htut. Main research topics: syphilis diagnosis and treatment; hiv, drug use, sexual risk. Representative publications: Audit of antenatal screening for syphilis and HIV in migrant and refugee women on the Thai-Myanmar border: a descriptive study | Low and stable rates of antenatal syphilis and HIV in migrant and refugee women on the Thai-Myanmar border: a descriptive study | HIV and syphilis antenatal screening data at SMRU 2012-13.",Audit of antenatal screening for syphilis and HIV in migrant and refugee women on the Thai-Myanmar border: a descriptive study,"<ns4:p>Objective: The antenatal prevalence of syphilis and HIV/AIDS in migrants and refugees is poorly documented. The aim of this study was to audit the first year of routine syphilis screening in the same population and reassess the trends in HIV rates.<ns4:p>Methods: From August 2012 to July 2013, 3600 pregnant women were screened for HIV (ELISA) and syphilis (VDRL with TPHA confirmation) at clinics along the Thai-Myanmar border.<ns4:p>Results: Seroprevalence for HIV 0.47% (95% CI 0.30-0.76) (17/3,599), and syphilis 0.39% (95% CI 0.23-0.65) (14/3,592), were low. Syphilis was significantly lower in refugees (0.07% 95% CI 0.01-0.38) (1/1,469), than in migrants (0.61% 95% CI 0.36-1.04) (13/2,123). The three active (VDRLâ¥1:8 and TPHA reactive) syphilis cases with VDRL titres of 1:32 were easy to counsel and treat. Women with low VDRL titres (>75% were < 1:8) and TPHA reactive results, in the absence of symptoms and both the woman and her husband having only one sexual partner in their lifetime, and the inability to determine the true cause of the positive results presented ethical difficulties for counsellors.<ns4:p>Conclusion: As HIV and syphilis testing becomes available in more and more settings, the potential impact of false positive results should be considered, especially in populations with low prevalence for these diseases. This uncertainty must be considered in order to counsel patients and partners accurately and safely about the results of these tests, without exposing women to increased risk for abuse or abandonment. Our findings highlight the complexities of counselling patients about these tests and the global need for more conclusive syphilis testing strategies."
A5023121035,Aye Hninn Khine,4,"[""W2979876902"", ""W4210757388"", ""W4220804505"", ""W4385506830""]","[""Refining Word Embeddings Using Domain-Specific Knowledge for Drug Reviews Sentiment Classification"", ""Ensemble CNN and MLP with Nurse Notes for Intensive Care Unit Mortality"", ""SIREN! Detecting Burmese Hate Speech Comments on Social Media"", ""A novel meta-embedding technique for drug reviews sentiment analysis""]","[""With the development of internet technologies, more users are sharing and seeking health-related information in online medical forums about medications and treatments and their contents are usually in subjective nature. Patient-generated drug reviews are valuable and useful textual contents which have not been researched largely by researchers in the natural language processing area. Analyzing drug reviews can assist to improve the pharmacovigilance systems. We propose a refining technique for traditional word embedding using domain-specific knowledge for the drug reviews sentiment classification. The domain-specific lexicon generated from the drug reviews corpus is applied to refine traditional word embeddings in the feature extraction process of sentiment classification. We evaluate our proposed method on the publicly available drug review datasets. According to the experimental results, the proposed method outperformed refined word embeddings using domain-independent lexicon in terms of accuracy in sentiment classification of drug reviews. It indicates the significance of domain knowledge in sentiment analysis of medical domain."", ""Nurse notes often contain subjective information of a patient's health status. However, these have not been widely used to predict clinical outcomes. Advances in natural language processing enable to extract information from unstructured clinical documents such as nurse notes. In this paper, we use TF-IDF representations of nurse notes to predict Intensive Care Unit (ICU) mortality while controlling for other candidate features such as gender, ICU type, age of patient at first admission, SAPS (Simplified Acute Physiology Score) II score, SAPS II probability, polarity and subjectivity scores of each nurse note. We introduce an ensemble of CNN and MLP model to predict 30-day ICU mortality. We apply our model to MIMIC III which is a medical benchmark dataset. We use TF-IDF representation of nurse notes as input to CNN and other ICU features to MLP network. Experimental results demonstrate that proposed ensembled model with nurse notes have higher performance than standalone models."", ""Hate Speech on Social Media is definitely an evolving threat for every nation, especially for countries like Myanmar. Lack of media and digital literacy is playing a huge role in making people insult to each other or misallocating their stresses to others without physical encounter. Moreover, disingenuous politicians fuel online hate speech campaigns backstage of the elections by targeting different religions in the regard of heretics and using racialism. To emphasize this matter, we scraped over 16,000 social media comments from the most popular social media platform in Myanmar and performed hate-speech research using those samples. With the precise definition of a hate speech labelling guideline, annotation on the sample dataset was done systematically and efficiently. Experiments and evaluations were conducted using different linear and non-linear deep-learning classification models. Performances of the models are at the peak in Logistic Regression among linear models with 0.8974 AUC score and XLM-RoBERTa among deep learning models with 0.8958 AUC score on the test dataset. We observed that it is more advantageous to use linear models on our dataset since they achieved comparable results to the deep learning models and have much lower computational cost."", ""<p>Traditional word embedding models have been used in the feature extraction process of deep learning models for sentiment analysis. However, these models ignore the sentiment properties of words while maintaining the contextual relationships and have inadequate representation for domainspecific words. This paper proposes a method to develop a meta embedding model by exploiting domain sentiment polarity and adverse drug reaction (ADR) features to render word embedding models more suitable for medical sentiment analysis. The proposed lexicon is developed from the medical blogs corpus. The polarity scores of the existing lexicons are adjusted to assign new polarity score to each word. The neural network model utilizes sentiment lexicons and ADR in learning refined word embedding. The refined embedding obtained from the proposed approach is concatenated with original word vectors, lexicon vectors, and ADR feature to form a meta-embedding model which maintains both contextual and sentimental properties. The final meta-embedding acts as a feature extractor to assess the effectiveness of the model in drug reviews sentiment analysis. The experiments are conducted on global vectors (GloVE) and skip-gram word2vector (Word2Vec) models. The empirical results demonstrate the proposed meta-embedding model outperforms traditional word embedding in different performance measures.</p>""]","[""topic modeling"", ""sentiment analysis and opinion mining""]",Professor: Aye Hninn Khine. Main research topics: topic modeling; sentiment analysis and opinion mining. Representative publications: Refining Word Embeddings Using Domain-Specific Knowledge for Drug Reviews Sentiment Classification | Ensemble CNN and MLP with Nurse Notes for Intensive Care Unit Mortality | SIREN! Detecting Burmese Hate Speech Comments on Social Media | A novel meta-embedding technique for drug reviews sentiment analysis.,Refining Word Embeddings Using Domain-Specific Knowledge for Drug Reviews Sentiment Classification,"With the development of internet technologies, more users are sharing and seeking health-related information in online medical forums about medications and treatments and their contents are usually in subjective nature. Patient-generated drug reviews are valuable and useful textual contents which have not been researched largely by researchers in the natural language processing area. Analyzing drug reviews can assist to improve the pharmacovigilance systems. We propose a refining technique for traditional word embedding using domain-specific knowledge for the drug reviews sentiment classification. The domain-specific lexicon generated from the drug reviews corpus is applied to refine traditional word embeddings in the feature extraction process of sentiment classification. We evaluate our proposed method on the publicly available drug review datasets. According to the experimental results, the proposed method outperformed refined word embeddings using domain-independent lexicon in terms of accuracy in sentiment classification of drug reviews. It indicates the significance of domain knowledge in sentiment analysis of medical domain."
A5083855056,Booncharoen Sirinaovakul,56,"[""W1499220978"", ""W1534295691"", ""W1565892613"", ""W1735356055"", ""W1832937756"", ""W1970674964"", ""W1976728311"", ""W1982627596"", ""W1989087246"", ""W1994752639"", ""W2028092286"", ""W2029457703"", ""W2030767103"", ""W2044872003"", ""W2057631889"", ""W2073756317"", ""W2111554531"", ""W2117091895"", ""W2128158393"", ""W2146855769"", ""W2151938075"", ""W2153586862"", ""W2157812121"", ""W2163081153"", ""W2165700333"", ""W2171097138"", ""W2182133510"", ""W2236231883"", ""W2260214588"", ""W239609350"", ""W2532282108"", ""W2538664931"", ""W2544867954"", ""W2548905790"", ""W2884583042"", ""W2904085077"", ""W2905577584"", ""W2911956839"", ""W2936564352"", ""W2940398087"", ""W2969177807"", ""W2999951843"", ""W3007048312"", ""W3008869496"", ""W3043085646"", ""W3194324821"", ""W4210728966"", ""W4213354734"", ""W4240739607"", ""W4243256990"", ""W4281750467"", ""W43564809"", ""W4379233584"", ""W4387411832"", ""W4401393344"", ""W4408936765""]","[""Artificial bee colony algorithm on distributed environments"", ""ABC-GSX: A hybrid method for solving the Traveling Salesman Problem"", ""Cost optimization in cloud provisioning using Particle Swarm Optimization"", ""Optimizing Artificial Neural Network Learning Using Improved Reinforcement Learning in Artificial Bee Colony Algorithm"", ""Reinforcement learning for solution updating in Artificial Bee Colony"", ""Combinatorial Artificial Bee Colony Optimization with Reinforcement Learning Updating for Travelling Salesman Problem""]","[""Artificial Bee Colony (ABC) is a metaheuristic approach in which a colony of artificial bees cooperates in finding good solutions for numerical optimization problems. ABC is adopted widely for use in several domains of solution optimization. However, the algorithm generally requires a considerably large computational time and resources. In order to enhance the performance of this algorithm for a large problem size, we introduce a distributed version of ABC. In our parallel algorithm, the entire bee colony is decomposed into several subgroups. Each subgroup then performs a local search concurrently on each processor node. The local best solutions are then exchanged among processor nodes. The algorithm implementation utilizes the message passing technique as a communication paradigm. We then empirically assess the performance based on both result accuracy and algorithm's efficiency. The experimental results show improvement in both solution quality and computing time when comparing to the sequential ABC algorithm."", ""An optimization problem is a problem of finding the best solution from all possible solutions. In most computer science and mathematical applications, the decision to select the best solution is not polynomially bounded. Heuristics approaches are thus often considered to solve such NP-hard problems. In our work, we focus on developing a heuristic method to solve a combinatorial optimization problem known as the Traveling Salesman Problem or TSP. Our technique implements the Artificial Bee Colony algorithm, which is inspired by the decision making process of the honey bees in finding optimal food sources. We extend the ABC algorithm with Greedy Subtour Crossover to improve the precision. In this hybrid procedure, the exploitation process in the ABC algorithm is improved upon by the Greedy Subtour Crossover method. The new proposed method is called ABC-GSX. We then empirically assess performance of our proposed work using functions from a standard TSP library. Experimental results show improvements in both precision and computational time compared to techniques presented in recent literatures."", ""A cloud technology has emerged as a prominent workflow computing infrastructure. The need arises to optimize the allocation of resources to cloud provider's customers. An appropriate number of VMs must be created along with the allocation of supporting resources. Moreover, commercial clouds may have many different purchasing options. Finding optimal provisioning solutions is thus an NP-hard problem. Currently, there are many research works discussing the cloud provisioning cost optimization. However, most of the works mainly concerned with task scheduling. In this paper, we proposed a new framework where number of purchased instance, instance type, purchasing options, and task scheduling are considered within an optimization process. In order to identify a solution in a reasonable amount of time, we studied the use of Particle Swarm Optimization (PSO) technique. The decoding scheme is also designed to convert real values in PSO's particles into an integer representing a solution. The initial results show a promising performance in both the perspectives of the total cost and fitness convergence. We believe that our system will be useful in purchasing options decision. Budget can also be accurately estimated for any specified workflow-based application. We believe that the work will benefit the on-demand provisioning of the virtualized resources as a service in the near future."", ""Artificial neural networks (ANNs) are widely used machine learning techniques with applications in various fields. Heuristic search optimization methods are typically used to minimize the loss function in ANNs. However, these methods can lead the network to become stuck in local optima, limiting performance. To overcome this challenge, this study introduces an improved optimization approach, the improvement of reinforcement learning in the artificial bee colony (improved RABC) algorithm, to enhance the optimization process for ANNs. The proposed method aims to overcome the limitations of heuristic search and improve the efficiency of weight adjustment in ANNs. This new approach enhances the discovery phase of the traditional RABC by including the parameters of neighboring food sources, augmenting the search capabilities for finding the optimal solution. The performance of the improved RABC was compared with ANNs utilizing backpropagation with stochastic gradient descent (SGD) and Adam optimizers, as well as other swarm intelligence (SI) methods such as particle swarm optimization (PSO) and traditional RABC. The results showed that both PSO and RABC continuously improved the solutions across all benchmark datasets. In the iris dataset, all SI approaches consistently achieved F 1scores exceeding 0.94, outperforming SGD and Adam. For the other datasets, the SI approach generally outperformed the other optimization methods. The results indicate that when the improved RABC is applied to ANNs, it outperforms heuristic search optimization, especially as the network size expands. Although SGD and Adam achieved faster execution times with TensorFlow, the study suggests that using PSO and improved RABC can improve model accuracy and efficiency. Advanced SI methods enhance the optimization process and increase the ability of ANNs to obtain optimal solutions. Enhanced RABC and PSO algorithms can significantly improve ANN training performance and efficiency, especially in complex and highdimensional datasets."", ""In the Artificial Bee Colony (ABC) algorithm, the employed bee and the onlooker bee phase involve updating the candidate solutions by changing a value in one dimension, dubbed one-dimension update process. For some problems which the number of dimensions is very high, the one-dimension update process can cause the solution quality and convergence speed drop. This paper proposes a new algorithm, using reinforcement learning for solution updating in ABC algorithm, called R-ABC. After updating a solution by an employed bee, the new solution results in positive or negative reinforcement applied to the solution dimensions in the onlooker bee phase. Positive reinforcement is given when the candidate solution from the employed bee phase provides a better fitness value. The more often a dimension provides a better fitness value when changed, the higher the value of update becomes in the onlooker bee phase. Conversely, negative reinforcement is given when the candidate solution does not provide a better fitness value. The performance of the proposed algorithm is assessed on eight basic numerical benchmark functions in four categories with 100, 500, 700, and 900 dimensions, seven CEC2005's shifted functions with 100, 500, 700, and 900 dimensions, and six CEC2014's hybrid functions with 100 dimensions. The results show that the proposed algorithm provides solutions which are significantly better than all other algorithms for all tested dimensions on basic benchmark functions. The number of solutions provided by the R-ABC algorithm which are significantly better than those of other algorithms increases when the number of dimensions increases on the CEC2005's shifted functions. The R-ABC algorithm is at least comparable to the state-of-the-art ABC variants on the CEC2014's hybrid functions."", ""The Artificial Bee Colony algorithm is originally designed for solving numerical optimization problems, whereas the Travelling Salesman Problem is classified as a combinatorial optimization one. This paper proposes a combinatorial variant of the Artificial Bee Colony algorithm by using reinforcement learning update. Reinforcement values are introduced, and positive reinforcement is given to the selected cities when a better solution is found by an employed bee. On the contrary, negative reinforcement is assigned to the selected cities when a worse solution is found. Onlooker bees then select cities to update their solutions according to these reinforcement values. The performance of the proposed algorithm is tested on six benchmark problems. The results show that the algorithm with the reinforcement learning update provides better solutions than the algorithm without the reinforcement learning update in five out of six benchmark problems. The convergence rates of the algorithm with the reinforcement learning update are also faster than those of the algorithm without the reinforcement learning update.""]","[""analog and mixed-signal circuit design"", ""metaheuristic optimization algorithms research"", ""natural language processing techniques"", ""radio frequency integrated circuit design"", ""advanced manufacturing and logistics optimization"", ""vehicle routing optimization methods"", ""advanced multi-objective optimization algorithms"", ""advancements in semiconductor devices and circuit design"", ""optimization and packing problems"", ""sensor technology and measurement systems"", ""topic modeling"", ""vlsi and analog circuit testing"", ""bim and construction integration"", ""cloud computing and resource management"", ""hand gesture recognition systems""]",Professor: Booncharoen Sirinaovakul. Main research topics: analog and mixed-signal circuit design; metaheuristic optimization algorithms research; natural language processing techniques; radio frequency integrated circuit design; advanced manufacturing and logistics optimization; vehicle routing optimization methods; advanced multi-objective optimization algorithms; advancements in semiconductor devices and circuit design; optimization and packing problems; sensor technology and measurement systems; topic modeling; vlsi and analog circuit testing; bim and construction integration; cloud computing and resource management; hand gesture recognition systems. Representative publications: Artificial bee colony algorithm on distributed environments | ABC-GSX: A hybrid method for solving the Traveling Salesman Problem | Cost optimization in cloud provisioning using Particle Swarm Optimization | Optimizing Artificial Neural Network Learning Using Improved Reinforcement Learning in Artificial Bee Colony Algorithm | Reinforcement learning for solution updating in Artificial Bee Colony | Combinatorial Artificial Bee Colony Optimization with Reinforcement Learning Updating for Travelling Salesman Problem.,Artificial bee colony algorithm on distributed environments,"Artificial Bee Colony (ABC) is a metaheuristic approach in which a colony of artificial bees cooperates in finding good solutions for numerical optimization problems. ABC is adopted widely for use in several domains of solution optimization. However, the algorithm generally requires a considerably large computational time and resources. In order to enhance the performance of this algorithm for a large problem size, we introduce a distributed version of ABC. In our parallel algorithm, the entire bee colony is decomposed into several subgroups. Each subgroup then performs a local search concurrently on each processor node. The local best solutions are then exchanged among processor nodes. The algorithm implementation utilizes the message passing technique as a communication paradigm. We then empirically assess the performance based on both result accuracy and algorithm's efficiency. The experimental results show improvement in both solution quality and computing time when comparing to the sequential ABC algorithm."
A5047272762,Boonyarit Changaival,8,"[""W1981699286"", ""W2122131779"", ""W2729345753"", ""W2786956989"", ""W2955741072"", ""W3042658667"", ""W3217590449"", ""W4403798796""]","[""Optimization of Carsharing Fleet Placement in Round-Trip Carsharing Service"", ""Toward real-world vehicle placement optimization in round-trip carsharing"", ""Benchmarks based on a pixel cluster finder algorithm for the future ALICE online computing upgrade"", ""Exploring chaotic dynamics by partition of bifurcation diagram"", ""Chaotic Traversal (CHAT): Very Large Graphs Traversal Using Chaotic Dynamics"", ""Comparison of hardware accelerators for some ALICE online computing applications""]","[""In a round-trip carsharing system, stations must be located in such a way that allow for maximum user coverage with the least walking distance as well as offer certain degrees of flexibility for returning. Therefore, a balance must be stricken between these factors. Providing a satisfactory system can be translated into an optimization problem and belongs to an NP-hard class. In this article, a novel optimization model for the round-trip carsharing fleet placement problem, called Fleet Placement Problem (FPP), is proposed. The optimization in this work is multiobjective and its NP-hard nature is proven. Three different optimization algorithms: PolySCIP (exact method), heuristics, and NSGA-II (metaheuristic) are investigated. This work adopts three real instances for the study, instead of their abstracts where they are most commonly used. They are two instance:, in the city of Luxembourg (smaller and larger) and a much larger instance in the city of Munich. Results from each algorithm are validated and compared with solution from human experts. Superiority of the proposed FPP model over the traditional methods is also demonstrated."", ""Carsharing services have successfully established their presence and are now growing steadily in many cities around the globe. Carsharing helps to ease traffic congestion and reduce city pollution. To be efficient, carsharing fleet vehicles need to be located on city streets in high population density areas and considering demographics, parking restrictions, traffic and other relevant information in the area to satisfy travel demand. This work proposes to formulate the initial placement of a fleet of cars for a round-trip carsharing service as a multi-objective optimization problem. The performance of state-of-the-art metaheuristic algorithms, namely, SPEA2, NSGA-II, and NSGA-III, on this problem is evaluated on a novel benchmark composed of synthetic and real-world instances built from real demographic data and street network. Inverted generational distance (IGD), spread and hypervolume metrics are used to compare the algorithms. Our findings demonstrate that NSGA-II yields significantly lower IGD and higher hypervolume than the rest and SPEA2 has a significantly better diversity if compared with NSGA-II and NSGA-III."", ""ALICE (A Large Ion Collider Experiment) studies the physics of strongly interacting matter and the quark-gluon plasma by means of heavy-ion collisions at the CERN LHC (Large Hadron Collider)."", ""Chaotic dynamical systems have been recently successfully used to replace uniform probability functions in several algorithms in optimization and machine learning. In this work, we propose a study on the use of bifurcation diagrams and first return map in the Rossler system for producing chaotic dynamics. Then, we plan to use these chaotic dynamic for optimization problem. With a bifurcation diagram we can also distinguish the periodic solutions apart from the chaotic solutions. By studying the chaotic solutions, we can then achieve a first return map which is a signature of the dynamical system and thoroughly study the complexity of the latter with a certain set of parameters. As a result, the partition in the bifurcation diagram is provided. From the first return maps, we are able to confirm the complexity of the dynamics in those partitions along with the transitions between them."", ""Graph Traversal algorithms can find their applications in various fields such as routing problems, natural language processing or even database querying. The exploration can be considered as a first stepping stone into knowledge extraction from the graph which is now a popular topic. Classical solutions such as Breadth First Search (BFS) and Depth First Search (DFS) require huge amounts of memory for exploring very large graphs. In this research, we present a novel memoryless graph traversal algorithm, Chaotic Traversal (CHAT) which integrates chaotic dynamics to traverse large unknown graphs via the Lozi map and the R¶ssler system. To compare various dynamics effects on our algorithm, we present an original way to perform the exploration of a parameter space using a bifurcation diagram with respect to the topological structure of attractors. The resulting algorithm is an efficient and nonresource demanding algorithm, and is therefore very suitable for partial traversal of very large and/or unknown environment graphs. CHAT performance using Lozi map is proven superior than the, commonly known, Random Walk, in terms of number of nodes visited (coverage percentage) and computation time where the environment is unknown and memory usage is restricted."", ""ALICE (A Large Ion Collider Experiment) is an experiment which studies about interacting matter and the quark-gluon plasma at the European Organization for Nuclear Research (CERN) Large Hadron Collider (LHC). Due to the detector upgrade in 2018, 1TB/s data are expected to flow from the detector and the computing system needs to process these data online. To speed up the online processing, different hardware accelerators must be tested thoroughly to see whether they are suitable for the tasks. In this paper, we propose a benchmark method for the ALICE O^2 project on various accelerators. There are three targeted computing platform for benchmark, namely, Graphics Processing Unit (GPU), Many-Integrated Core (MIC), and Accelerated Processing Unit (APU). For completeness, CUDA, OpenMP and OpenCL were used to implement the selected algorithms, which correspond to some of the real processing tasks to be implemented for ALICE. The initial results together with the discussion on algorithm optimizations and hardware limitations are also presented.""]","[""transportation and mobility innovations"", ""transportation planning and optimization""]",Professor: Boonyarit Changaival. Main research topics: transportation and mobility innovations; transportation planning and optimization. Representative publications: Optimization of Carsharing Fleet Placement in Round-Trip Carsharing Service | Toward real-world vehicle placement optimization in round-trip carsharing | Benchmarks based on a pixel cluster finder algorithm for the future ALICE online computing upgrade | Exploring chaotic dynamics by partition of bifurcation diagram | Chaotic Traversal (CHAT): Very Large Graphs Traversal Using Chaotic Dynamics | Comparison of hardware accelerators for some ALICE online computing applications.,Optimization of Carsharing Fleet Placement in Round-Trip Carsharing Service,"In a round-trip carsharing system, stations must be located in such a way that allow for maximum user coverage with the least walking distance as well as offer certain degrees of flexibility for returning. Therefore, a balance must be stricken between these factors. Providing a satisfactory system can be translated into an optimization problem and belongs to an NP-hard class. In this article, a novel optimization model for the round-trip carsharing fleet placement problem, called Fleet Placement Problem (FPP), is proposed. The optimization in this work is multiobjective and its NP-hard nature is proven. Three different optimization algorithms: PolySCIP (exact method), heuristics, and NSGA-II (metaheuristic) are investigated. This work adopts three real instances for the study, instead of their abstracts where they are most commonly used. They are two instance:, in the city of Luxembourg (smaller and larger) and a much larger instance in the city of Munich. Results from each algorithm are validated and compared with solution from human experts. Superiority of the proposed FPP model over the traditional methods is also demonstrated."
