doc_id,doc_type,professor_name,author_id,paper_id,work_title,topics,text,embedding
professor:A5070164108,professor,Aung Myo Htut,A5070164108,,,,Professor: Aung Myo Htut. ,"[-0.032391954213380814, 0.1263776421546936, 0.022307146340608597, 0.031673822551965714, 0.036352504044771194, -0.01519992295652628, 0.07935651391744614, 0.06543348729610443, -0.005802991800010204, 0.08570269495248795, -0.0023194588720798492, -0.03913557901978493, -0.061895810067653656, 0.0419134683907032, 0.023493019863963127, 0.005142696667462587, -0.050961486995220184, 0.042118508368730545, 0.09314054995775223, -0.08284787833690643, 0.005012754816561937, 0.021504433825612068, 0.00375020201317966, -0.07343526929616928, -0.06389399617910385, -0.11905097216367722, 0.08083370327949524, -0.007782660890370607, -0.025864368304610252, -0.06640738248825073, -0.005104001145809889, -0.032774098217487335, 0.044530902057886124, -0.02167459949851036, -0.03243556618690491, 0.05833212286233902, -0.0058452351950109005, -0.035718608647584915, -0.06613440066576004, -0.08797214925289154, 0.03327883780002594, -0.031164735555648804, 0.05559862032532692, 0.05504350736737251, 0.01041943859308958, -0.01135752722620964, 0.02893688529729843, -0.06561978906393051, -0.0988154262304306, 0.07840059697628021, -0.01939297653734684, -0.0383199118077755, -0.06507590413093567, 0.0014270807150751352, 0.04957835003733635, 0.04924260452389717, 0.11221873760223389, 0.03273988515138626, -0.043563056737184525, -0.008144419640302658, -0.0015499764122068882, 0.09821485728025436, -0.10461004078388214, 0.07147492468357086, 0.00610619131475687, -0.051220621913671494, -0.003781910054385662, -0.021522974595427513, -0.03269614651799202, 0.09970301389694214, -0.020463306456804276, -0.09118955582380295, 0.02704460918903351, 0.04943705350160599, 0.07919476181268692, -0.042994823306798935, -0.01905232109129429, 0.05231465771794319, 0.0030327769927680492, 0.036226168274879456, 0.07988055050373077, -0.05556952953338623, 0.06411824375391006, 0.007502152118831873, -0.05935577303171158, -0.004396271426230669, -0.05880524963140488, -0.03665665164589882, 0.021629925817251205, -0.0999695211648941, 0.08474735915660858, -0.11950510740280151, -0.008700627833604813, -0.05353693291544914, 0.13947820663452148, 0.0222177654504776, -0.010084094479680061, 0.03168991580605507, -0.045928020030260086, 0.15999886393547058, -0.05048026889562607, -0.029026180505752563, -0.02559778094291687, 0.03739079833030701, -0.07697085291147232, -0.02209896594285965, -0.014263447374105453, 0.041292186826467514, 0.012269176542758942, 0.03402389585971832, -0.08681425452232361, -0.03205662593245506, -0.03491146117448807, -0.014342446811497211, 0.04488176107406616, -0.013349884189665318, -0.014076875522732735, 0.03164156898856163, -0.02097107470035553, -0.028245504945516586, -0.0019833336118608713, -0.04943695291876793, 0.008130719885230064, -0.0704084038734436, 0.001653881510719657, -0.05009467527270317, 0.059420209378004074, 0.09946714341640472, 0.05356089025735855, 0.011494957841932774, 0.003301706165075302, -0.042178161442279816, 0.031023025512695312, 0.049073997884988785, -0.011662551201879978, -0.03738921880722046, 0.05719567462801933, -0.050492361187934875, -0.00926999468356371, -0.012118100188672543, -0.02641783282160759, 0.011227324604988098, -0.08828610181808472, 0.02937421016395092, -0.0009828292531892657, 0.01513727754354477, 0.011937848292291164, 0.01095687597990036, 0.041399627923965454, 0.03642093762755394, 0.026958631351590157, -0.02222936786711216, -0.0031316576059907675, -0.005294032394886017, 0.012329459190368652, -0.04353506490588188, -0.006147764623165131, 0.036472056061029434, 0.018558083102107048, 0.03891057148575783, -0.1462235450744629, 0.029675045982003212, -0.025468483567237854, -0.053797315806150436, 0.009742263704538345, 0.004029816947877407, 0.056133657693862915, -0.024715280160307884, 0.03814328461885452, 0.0005650121020153165, 0.09789425134658813, 0.011257605627179146, -0.017437422648072243, 0.05226413160562515, 0.013915318995714188, -0.029478348791599274, -0.008756473660469055, -0.00839976780116558, -0.044229570776224136, -0.06603673100471497, -0.02180502563714981, 0.00076549086952582, 0.02201000228524208, 0.028067220002412796, 0.0068147266283631325, 0.05053689703345299, 0.01739777997136116, 0.05535554513335228, 0.038541585206985474, 0.04496629536151886, 0.017014069482684135, 0.07812267541885376, -0.030923575162887573, -0.10807693004608154, -0.03613256290555, -0.09651384502649307, 0.05616951733827591, -0.0035356117878109217, -0.017394842579960823, 0.032263606786727905, -0.08911947906017303, -0.016420414671301842, -0.020780906081199646, -0.010177018120884895, 0.06912172585725784, -0.06495680660009384, -0.05971312150359154, 0.017541933804750443, 0.03857909142971039, 0.005203422624617815, -0.016918661072850227, -0.0006056990241631866, -0.07318244874477386, -0.01866266503930092, -0.03627400100231171, -0.009613881818950176, 0.04892876744270325, 0.07699552178382874, -0.029290955513715744, 0.03132428973913193, -0.03810583055019379, 0.010444769635796547, -0.06866762787103653, -0.12870275974273682, 0.014462903141975403, 0.003560137003660202, -0.036310140043497086, 0.055471956729888916, 0.039077404886484146, -0.06933316588401794, 0.027669012546539307, 0.09405851364135742, 0.06443724036216736, -0.04888423904776573, -0.04025731608271599, -0.044935114681720734, 0.0320422537624836, 0.00016482453793287277, -0.02213153801858425, 0.01276145689189434, -0.007421785965561867, -0.08982597291469574, -0.05664394795894623, 0.058764729648828506, 0.06391004472970963, 0.04911862313747406, -0.031066179275512695, 0.05510220304131508, -0.044281262904405594, 0.10904594510793686, -0.02473229169845581, -0.0005759933847002685, -0.03740823268890381, 0.010553454048931599, -0.026619570329785347, 0.026669034734368324, -0.05626637861132622, 0.04543695226311684, -0.024335570633411407, -0.003823165548965335, 0.05686377361416817, 0.02016182243824005, -0.02537987008690834, 0.007293876726180315, 0.03258940204977989, 0.04445870220661163, 0.010300531052052975, 0.013058563694357872, 0.05981174483895302, 0.043087393045425415, -0.13589166104793549, -0.06882219016551971, -0.01890764757990837, 0.0048933872021734715, -0.0542227141559124, -0.04882845655083656, 0.09134937822818756, -0.10617515444755554, -0.02042074128985405, 0.03762952238321304, 0.04805825650691986, 0.00589170353487134, -0.0323328822851181, 0.06434419751167297, 0.06791609525680542, 0.018394960090517998, 0.04361508786678314, 0.023591721430420876, -0.08456765860319138, 0.08236564695835114, 0.003503738669678569, 0.0747862309217453, -0.008575879968702793, 0.06790442019701004, -0.06547222286462784, -0.015586299821734428, 0.011493775993585587, 0.03199875354766846, 0.0183548666536808, -0.03924677520990372, -0.02406120114028454, -0.006213991902768612, -0.002681611105799675, -0.05059010535478592, 0.007469740230590105, -0.02434193342924118, 0.009100603871047497, -0.05315942317247391, 0.02557489275932312, -0.01854059472680092, -0.004202534910291433, -0.08844450116157532, 0.11733322590589523, -0.008623290807008743, -0.00027737030177377164, 0.05276087298989296, 0.0037712787743657827, -0.02409643493592739, 0.06282195448875427, -0.14814390242099762, -0.017961151897907257, -0.05197719484567642, -0.02021091990172863, 0.060111626982688904, 0.029068132862448692, -0.006884957663714886, -0.022954387590289116, -0.0908123254776001, 0.05004062131047249, -0.005935356020927429, 0.007676395587623119, 0.013084184378385544, -0.10041366517543793, 0.0444079264998436, 0.043738625943660736, 0.03944190591573715, -0.0010735238902270794, 0.028859570622444153, 0.05694873631000519, -0.0513790026307106, 0.07122402638196945, 0.0275493785738945, 0.009054861031472683, -0.03419015556573868, 0.025765439495444298, 0.02364623360335827, -0.05318208411335945, -0.01685463823378086, -0.017465779557824135, 0.027225321158766747, -0.07107041031122208, 0.04330355301499367, -0.0709533765912056, -0.04516826942563057, -0.0456988550722599, 0.03392705321311951, 0.015962110832333565, -0.02403341792523861, 0.07937420159578323, -0.05028340965509415, -0.058024436235427856, 0.009215056896209717, 0.0826091393828392, 0.05337290093302727, -0.019339589402079582, -0.01595097966492176, -0.0058387089520692825, 0.04000070318579674, -0.027418529614806175, 0.040692612528800964, -0.05949908122420311, 0.05790943279862404, 0.07949093729257584, -0.05969500541687012, 0.056315671652555466, 0.004013270605355501, 0.09503749758005142, -0.06499920040369034, -0.09304340928792953, 0.01888113282620907, 0.07964012026786804, -0.025943700224161148, -0.06627126038074493, 0.007308620493859053]"
professor:A5023121035,professor,Aye Hninn Khine,A5023121035,,,,Professor: Aye Hninn Khine. ,"[-0.07017702609300613, 0.09949836879968643, -0.040344204753637314, -0.01418924331665039, -0.05145272612571716, -0.029069075360894203, 0.04084249585866928, 0.05257938802242279, -0.046584468334913254, -0.032995276153087616, -0.011719079688191414, -0.0029962726403027773, -0.030008774250745773, 0.00207020272500813, -0.006604800466448069, -0.03093312680721283, -0.005036883521825075, 0.051616791635751724, 0.056905198842287064, -0.03844775632023811, -0.0009696867200545967, 0.05394471436738968, 0.04856114089488983, -0.03171385079622269, 0.037621136754751205, -0.10574009269475937, 0.05000513419508934, -0.047265421599149704, 0.02371997945010662, -0.056113336235284805, 0.013634064234793186, 0.01567157730460167, 0.026318764314055443, 0.023025156930088997, -0.06599486619234085, 0.056897152215242386, 0.015638578683137894, 0.08541477471590042, 0.0006831272039562464, -0.05916980654001236, -0.020853744819760323, 0.01120384968817234, 0.021654393523931503, 0.058011531829833984, 0.05216054990887642, 0.02958478219807148, 0.011133803986012936, -0.03461308032274246, -0.01869206130504608, 0.007405479438602924, -0.03795337304472923, -0.022143512964248657, -0.05493926256895065, 0.05929805710911751, 0.06910643726587296, 0.04131248965859413, 0.11210950464010239, 0.06111137941479683, -0.030375653877854347, 0.09057723730802536, 0.010358302854001522, 0.049059804528951645, -0.10888130962848663, 0.037018660455942154, -0.03947751596570015, -0.07428852468729019, 0.016019947826862335, -0.07152634114027023, -0.06465855240821838, 0.1047002300620079, 0.05518418923020363, -0.07665994018316269, 0.058727215975522995, -0.026689425110816956, 0.037518180906772614, -0.07576707750558853, -0.07563631236553192, 0.0012788987951353192, -0.0485399030148983, -0.05836988613009453, 0.07137304544448853, -0.060576390475034714, 0.011838341131806374, 0.03163368999958038, -0.012429933995008469, -0.016733117401599884, -0.050930146127939224, 0.025062022730708122, 0.013611665926873684, 0.04977104812860489, 0.03243667259812355, -0.05376984924077988, 0.0067624496296048164, -0.11670141667127609, 0.1773112416267395, 0.0008131434442475438, 0.0020718304440379143, -0.012528321705758572, -0.03486645594239235, 0.2012660652399063, -0.043120112270116806, -0.021004395559430122, -0.002114233560860157, 0.009862303733825684, -0.019719727337360382, -0.06310838460922241, 0.053362175822257996, 0.05868164822459221, -0.03712575137615204, 0.027463987469673157, -0.06679244339466095, -0.021090539172291756, 0.016820011660456657, -0.07897666096687317, 0.05110622197389603, -0.03380328416824341, 0.016908353194594383, -0.0027083808090537786, -0.06931842863559723, -0.031122025102376938, -0.004749726504087448, 0.07174835354089737, 0.05709366872906685, -0.03388778865337372, -0.014937670901417732, -0.07769900560379028, 0.017979318276047707, 0.15756957232952118, 0.019277669489383698, 0.0098058320581913, 0.09794319421052933, -0.029036367312073708, 0.014747107401490211, 0.03423264995217323, -0.029341911897063255, -0.012109745293855667, 0.07881509512662888, -0.009277241304516792, 0.002485560951754451, -0.028362909331917763, -0.05330083891749382, 0.018501104786992073, -0.02857908047735691, 0.024684647098183632, -0.0696699321269989, -0.019527727738022804, 0.02672489546239376, 0.09901969134807587, 0.0881548523902893, -0.010189641267061234, -0.0023097426164895296, -0.04314326494932175, 0.03766220808029175, -0.07371314615011215, 0.0018860310083255172, 0.022452926263213158, 0.03757588937878609, 0.015214486978948116, 0.03792218491435051, 0.04405991733074188, -0.058260444551706314, -0.03409156948328018, -0.009787171147763729, -0.12054067105054855, -0.025805719196796417, 0.05744168162345886, 0.026904553174972534, -0.09218426793813705, 0.040683940052986145, 0.04390395060181618, 0.024016695097088814, -0.022944537922739983, 0.03840765729546547, 0.06076684594154358, -0.0004125692357774824, 0.057213567197322845, -0.0027030676137655973, 0.017127856612205505, -0.004028389696031809, -0.013893881812691689, -0.018932830542325974, -0.02643042989075184, -0.013316321186721325, 0.04052361473441124, -0.021635692566633224, 0.038106631487607956, 0.037313178181648254, -0.007469993084669113, -0.0010239988332614303, 0.04880429059267044, 0.026213664561510086, 0.008622138760983944, -0.07113673537969589, -0.05889582633972168, -0.04889576509594917, -0.03696650639176369, -0.005558407865464687, -0.08467453718185425, -0.04307255148887634, -0.013286152854561806, -0.13038994371891022, 0.012489291839301586, -0.09037109464406967, -0.0030671481508761644, 0.01348892878741026, 0.010830103419721127, -0.040720175951719284, 0.008062421344220638, -0.01593913324177265, 0.01534661278128624, 0.028062812983989716, 0.029084976762533188, -0.04223472997546196, 0.02873625047504902, -0.02186443842947483, -0.03481994569301605, 0.02866390161216259, 0.07187861949205399, -0.06012415140867233, 0.0489017590880394, 0.016172805801033974, -0.04805733636021614, -0.038896381855010986, -0.10324519127607346, -0.022497644647955894, -0.05726001411676407, -0.04993926361203194, 0.07086062431335449, 0.051975175738334656, 0.022011205554008484, -0.06921330839395523, -0.02658376283943653, 0.04044711962342262, -0.045677971094846725, 0.019062135368585587, -0.004150798078626394, 0.0005700223846361041, 0.08116241544485092, -0.04799049720168114, -0.025068042799830437, -0.0039742691442370415, -0.04558490216732025, -0.02999112941324711, 0.07946430891752243, 0.06078248843550682, -0.020156990736722946, -0.05947639420628548, 0.006225221790373325, -0.052378784865140915, 0.07137514650821686, -0.030893974006175995, 0.07761014997959137, -0.04438737407326698, 0.025075292214751244, 0.004263354931026697, -0.03949529677629471, -0.10372824221849442, 0.024960411712527275, 0.0017198642017319798, 0.042801421135663986, -0.006551622878760099, -0.03894604369997978, -0.07946721464395523, 4.204988726996817e-05, 0.08423342555761337, -0.006562928669154644, -0.02414144016802311, 0.028947245329618454, 0.05958737060427666, 0.006942942272871733, -0.08010204881429672, -0.009006871841847897, 0.02095908485352993, -0.0689614862203598, 0.03875299170613289, -4.6816814574413e-05, 0.06176237761974335, -0.09009839594364166, 0.016946399584412575, 0.007394335698336363, -0.034088391810655594, -0.0058456421829760075, 0.10844907909631729, 0.0027987719513475895, 0.09002934396266937, 0.012323688715696335, 0.035472385585308075, 0.07470641285181046, -0.0923692137002945, 0.008263637311756611, 0.0438179187476635, 0.07923027873039246, 0.03012062981724739, -0.05724582448601723, 0.010185269638895988, -0.0466848686337471, 0.05025894567370415, -0.005070617888122797, -0.060551904141902924, 0.03370140120387077, 0.02229149080812931, 0.03127451613545418, 0.035532914102077484, -0.08367038518190384, -0.030550792813301086, -0.027422137558460236, -0.008631355129182339, -0.045206956565380096, 0.06341879814863205, -0.02200651913881302, -0.0363994725048542, -0.056294798851013184, 0.10806223005056381, -0.013714347966015339, -0.017829962074756622, 0.03535999357700348, -0.011921821162104607, -0.031317103654146194, 0.09146997332572937, -0.1116538718342781, -0.013139107264578342, -0.09071581810712814, -0.06939584016799927, 0.04001811891794205, 0.07102301716804504, -0.019537096843123436, -0.028189104050397873, -0.06805869191884995, 0.014801188372075558, 0.02163260243833065, 0.001054708263836801, 0.011600680649280548, -0.02895578369498253, 0.004324605222791433, 0.07244422286748886, 0.07009521871805191, -0.05396068096160889, -0.01988530158996582, 0.033690012991428375, 0.0010868330718949437, -0.019390298053622246, 0.047339729964733124, -0.021195843815803528, 0.0011218248400837183, 0.006522312760353088, 0.009713572449982166, -0.05435488000512123, -0.020746620371937752, -0.019435666501522064, 0.015136712230741978, 0.026019815355539322, 0.10734774172306061, -0.06766816228628159, -0.08323623985052109, 0.02857167087495327, -0.008264698088169098, -0.0868031308054924, -0.034143511205911636, 0.007704593241214752, -0.030030395835638046, -0.046064116060733795, 0.01586746796965599, 0.08233798295259476, 0.07352323085069656, 0.01148670818656683, 0.07638811320066452, 0.01647547073662281, 0.08192339539527893, -0.023937521502375603, 0.09310540556907654, -0.09239551424980164, 0.0750037357211113, 0.039370518177747726, -0.06735092401504517, 0.035491153597831726, 0.04838065803050995, -0.003819247242063284, -0.07186835259199142, -0.09547064453363419, -0.0164690800011158, 0.0022037900052964687, 0.017032258212566376, -0.03512740507721901, 0.0041856407187879086]"
professor:A5083855056,professor,Booncharoen Sirinaovakul,A5083855056,,,,Professor: Booncharoen Sirinaovakul. ,"[-0.016332099214196205, 0.004189693834632635, -0.04169221222400665, -0.045430850237607956, -0.06766241788864136, -0.0067796288058161736, -0.048222921788692474, 0.04901933670043945, 0.01991688646376133, 0.05013877525925636, 0.015419403091073036, -0.02316371351480484, -0.03044104389846325, 0.05965966731309891, -0.00938916951417923, 0.0006341707194224, -0.022848378866910934, 0.04660888761281967, 0.03733294457197189, 0.058089982718229294, -0.017102189362049103, -0.008115638047456741, 0.01904708333313465, -0.09853111952543259, 0.034339092671871185, -0.06014670431613922, 0.07939441502094269, -0.02803487703204155, 0.040306005626916885, -0.05352964252233505, 0.04027404263615608, -0.023848053067922592, 0.0864119678735733, -0.040562309324741364, -0.03932499885559082, 0.03259909898042679, -0.006967927794903517, 0.0666615292429924, 0.0759584978222847, 0.057818252593278885, -0.006528129335492849, 0.01941792666912079, -0.003749995958060026, 0.0718638077378273, -0.024329623207449913, -0.05966741219162941, 0.02561069279909134, -0.033385518938302994, 0.042362287640571594, -0.009944388642907143, -0.09410494565963745, -0.002937835408374667, -0.06389875710010529, -0.019838474690914154, 0.04835309460759163, 0.00128871516790241, 0.10605344921350479, 0.012120542116463184, -0.055183637887239456, 0.11741086840629578, 0.0536227785050869, -0.0113473916426301, -0.11196970194578171, 0.012283538468182087, -0.08611063659191132, -0.05945154279470444, 0.008673738688230515, -0.0435541607439518, -0.0489150695502758, 0.12443140149116516, 0.010748900473117828, -0.05079077184200287, -0.012949744239449501, -0.013462254777550697, -0.020089633762836456, -0.06151518225669861, -0.04977041855454445, -0.027720728889107704, 0.0022451854310929775, 0.002297827508300543, 0.04677483066916466, -0.029541341587901115, -0.022363580763339996, 0.01930539309978485, -0.014149190858006477, 0.0603182353079319, 0.01538052223622799, -0.0009904408361762762, 0.05370396748185158, -0.014321976341307163, 0.031709153205156326, -0.06149456277489662, 0.011060521937906742, -0.09864877164363861, 0.06066938489675522, 0.03125991299748421, -0.03966900333762169, -0.03527495637536049, 0.008312187157571316, 0.18254612386226654, -0.048074446618556976, -0.014149743132293224, -0.028217986226081848, 0.009405286982655525, -0.034177813678979874, -0.016134565696120262, 0.013035018928349018, -0.023801274597644806, -0.019963515922427177, 0.04413837566971779, -0.0681716650724411, -0.00649189343675971, -0.09084411710500717, 0.05113452672958374, 0.04965171962976456, 0.03831179440021515, 0.008582081645727158, 0.05952562019228935, -0.0580521896481514, 0.03510814160108566, -0.01129533164203167, -0.01613534986972809, 0.07844812422990799, -0.005153747275471687, 0.006402958184480667, -0.01350844744592905, 0.06825198233127594, 0.0707128494977951, 0.10350461304187775, -0.04306827858090401, 0.08600804209709167, -0.0247226282954216, 0.035410068929195404, 0.039418775588274, 0.02752828225493431, -0.01691291667521, 0.08259941637516022, -0.01449150126427412, -0.017089705914258957, -0.015242316760122776, -0.008512160740792751, 0.04778292030096054, -0.14233316481113434, 0.017320165410637856, -0.006482341326773167, -0.04715820401906967, 0.009458242915570736, 0.007122404873371124, 0.06869220733642578, 0.012542554177343845, 0.038614049553871155, -0.011492879129946232, 0.049731649458408356, -0.040723249316215515, 0.019542133435606956, -0.019980616867542267, 0.06899844855070114, 0.041778866201639175, 0.045466940850019455, -0.062123946845531464, -0.13809727132320404, 0.022280409932136536, -0.011591590940952301, -0.04771149903535843, -0.018895281478762627, -0.010662107728421688, -0.0041756476275622845, -0.09400461614131927, -0.012449758127331734, 0.04919768497347832, -0.0050699845887720585, 0.00216455920599401, -0.015200178138911724, 0.09045229107141495, -0.02210884727537632, 0.018009278923273087, -0.04554508626461029, -0.021392591297626495, -0.06885600090026855, 0.0016911836573854089, 0.08682462573051453, 0.058347564190626144, 0.025807365775108337, 0.011960752308368683, -0.04088304191827774, 0.053888577967882156, 0.05162092298269272, 0.05164731666445732, 0.049795471131801605, 0.04385601356625557, 0.0032681606244295835, 0.04898027330636978, -0.028167065232992172, -0.027344128116965294, -0.029938245192170143, -0.05427555367350578, 0.0443839393556118, -0.1023923009634018, 0.017251629382371902, 0.03464318811893463, -0.15449784696102142, -0.004252076614648104, 0.01978234015405178, -0.04861704632639885, -0.02480773814022541, -0.022617202252149582, -0.026172548532485962, 0.009648339822888374, -0.044658202677965164, -0.0012434362433850765, 0.018232472240924835, -0.013730685226619244, -0.06044444441795349, -0.009082052856683731, -0.06601541489362717, 0.021061398088932037, -0.024480583146214485, 0.010812532156705856, -0.04634135961532593, -0.009104901924729347, -0.025064531713724136, 0.05281722918152809, -0.09625367820262909, -0.09184835106134415, -0.01798773743212223, -0.005900147370994091, -0.0067685977555811405, 0.030844369903206825, -0.0009934448171406984, 0.02396010048687458, -0.05677420645952225, 0.07112950831651688, 0.007268027868121862, -0.0057984404265880585, 0.05173332989215851, 0.028635041788220406, 0.011162173002958298, 0.04175052419304848, -0.00401174696162343, 0.018457865342497826, 0.004579454660415649, -0.0728946104645729, -0.10770487040281296, 0.014782456681132317, 0.005493809003382921, 0.06385576725006104, -0.06174328550696373, -0.004926859401166439, -0.0551413968205452, 0.1305208057165146, -0.02243451587855816, -0.06461428105831146, -0.13358555734157562, 0.00375901791267097, 0.05021202936768532, 0.033818524330854416, -0.13180561363697052, -0.02198931574821472, -0.012740369886159897, 0.0771101713180542, 0.04619883373379707, -0.06885331124067307, -0.083805613219738, 0.08564271777868271, 0.06942630559206009, 0.051337502896785736, 0.021051514893770218, 0.03704649955034256, 0.11116767674684525, -0.031189074739813805, -0.0935373529791832, -0.0446927584707737, 0.03537727892398834, -0.01017388142645359, 0.020984549075365067, 0.03490592911839485, 0.06462377309799194, -0.02304854243993759, 0.0221395380795002, -0.002484882017597556, -0.005717670079320669, -0.009030344896018505, 0.05049946531653404, 0.002879190258681774, 0.020659787580370903, -0.08266381174325943, -0.021248023957014084, 0.05865679681301117, -0.056093715131282806, 0.06211228668689728, -0.02015218324959278, 0.09722790122032166, 0.02027760073542595, -9.576968295732513e-05, 0.029867716133594513, -0.07065232843160629, 0.02953942120075226, 0.06908037513494492, -0.0039459578692913055, 0.012793698348104954, -0.04389872029423714, -0.03344586119055748, 0.004575041588395834, -0.05695710331201553, 0.0372467078268528, -0.09195169061422348, -0.043755434453487396, -0.0064689237624406815, -0.03560439124703407, -0.01627838797867298, 0.05339444428682327, -0.100945383310318, 0.10450557619333267, -0.023336535319685936, -0.031535595655441284, 0.06404717266559601, -0.07524562627077103, -0.02954658307135105, 0.07147709280252457, -0.12367991358041763, 0.0071805850602686405, -0.043517835438251495, -0.06974250823259354, 0.1053965762257576, -0.001405908609740436, -0.09122569113969803, -0.11382035166025162, 0.01468358188867569, 0.002676399890333414, 0.045087575912475586, -0.01883828639984131, 0.022015666589140892, -0.030890652909874916, -0.021433336660265923, 0.04725287854671478, 0.031004896387457848, 0.03007681295275688, 0.0887443870306015, 0.0140073848888278, -0.003710455261170864, 0.04791193827986717, -0.016201552003622055, 0.0010595951462164521, -0.03991959989070892, 0.04411277174949646, -0.008132764138281345, -0.03914971277117729, -0.01833932287991047, 0.03659893199801445, -0.003426765790209174, -0.02589237503707409, 0.09303643554449081, -0.030837329104542732, -0.05055420100688934, 0.06597629189491272, 0.04903686046600342, -0.04448271915316582, 0.021509269252419472, 0.050568461418151855, -0.033486854285001755, 0.0016874645370990038, 0.022444864735007286, 0.0284432265907526, 0.017769725993275642, 0.04808106645941734, 0.03561171516776085, 0.01763567328453064, 0.0884794220328331, -0.018942702561616898, 0.0430125966668129, -0.06478392332792282, 0.09802838414907455, 0.09257984161376953, -0.06923946738243103, -0.01003109198063612, -0.038300614804029465, 0.0014148727059364319, -0.018728002905845642, -0.09302584826946259, -0.003199199913069606, 0.015396252274513245, -0.0017343808431178331, 0.02632557600736618, -0.046013183891773224]"
